Date,time,summary,icon,sunriseTime,sunsetTime,moonPhase,precipIntensity,precipIntensityMax,precipProbability,temperatureHigh,temperatureHighTime,temperatureLow,temperatureLowTime,apparentTemperatureHigh,apparentTemperatureHighTime,apparentTemperatureLow,apparentTemperatureLowTime,dewPoint,humidity,pressure,windSpeed,windGust,windGustTime,windBearing,cloudCover,uvIndex,uvIndexTime,visibility,temperatureMin,temperatureMinTime,temperatureMax,temperatureMaxTime,apparentTemperatureMin,apparentTemperatureMinTime,apparentTemperatureMax,apparentTemperatureMaxTime,precipIntensityMaxTime,precipType,precipAccumulation,ozone
2014-05-02,1399017600,Clear throughout the day.,clear-day,1399036860,1399098480,0.13,0,0,0,72.55,1399086000,49.32,1399120980,72.05,1399086000,49.81,1399120980,30.04,0.42,1026.3,3.92,21.83,1399071360,56,0,4,1399067640,9.997,33.19,1399040220,72.65,1399087500,33.78,1399038240,72.15,1399087500,,,,
2014-05-03,1399104000,Clear throughout the day.,clear-day,1399123080,1399185060,0.16,0,0,0,71.54,1399172340,45.46,1399203480,71.04,1399172340,45.95,1399203480,30.77,0.32,1015.4,3.3,13.06,1399172460,265,0,4,1399154040,9.997,49.32,1399120980,71.54,1399172340,49.81,1399120980,71.04,1399172340,,,,
2014-05-04,1399190400,Mostly cloudy throughout the day.,partly-cloudy-day,1399209240,1399271640,0.19,0,0,0,60.8,1399235040,36.92,1399298880,60.3,1399235040,37.41,1399298880,33.5,0.52,1012.4,3.66,15.44,1399246260,292,0.58,4,1399240680,9.997,43.53,1399273200,60.8,1399235040,42.45,1399273200,60.3,1399235040,,,,
2014-05-05,1399276800,Drizzle in the evening.,rain,1399295460,1399358280,0.22,0.0005,0.01,0.99,42.82,1399326300,29.6,1399369620,42.03,1399316460,30.09,1399369620,28.65,0.66,1014.9,2.34,11.63,1399328460,324,0.98,3,1399326780,9.997,35.14,1399359600,43.34,1399276800,34.99,1399331880,42.03,1399316460,1399345200,rain,,
2014-05-06,1399363200,Mostly cloudy throughout the day.,partly-cloudy-day,1399381620,1399444860,0.25,0,0,0,54.28,1399422240,36.74,1399469460,53.78,1399422240,37.23,1399469460,31.6,0.65,1006.7,2.23,10.1,1399414320,315,0.51,4,1399410240,9.997,29.6,1399369620,54.28,1399422240,30.09,1399369620,53.78,1399422240,,,,
2014-05-07,1399449600,Drizzle in the morning.,rain,1399467840,1399531440,0.28,0.0014,0.0109,1,47.53,1399518000,35.56,1399543020,45.65,1399518000,36.05,1399543020,34.85,0.74,1008,3.22,14.26,1399486320,273,0.94,3,1399499580,9.997,36.74,1399469460,47.53,1399518240,37.23,1399469460,46.77,1399527600,1399483200,rain,,
2014-05-08,1399536000,Mostly cloudy throughout the day.,partly-cloudy-day,1399554000,1399618080,0.31,0,0,0,53.54,1399604340,30.42,1399639920,53.04,1399604340,30.91,1399639920,27.34,0.54,1012.2,2.01,12.43,1399593660,304,0.84,3,1399589580,9.997,35.56,1399543020,53.54,1399604340,36.05,1399543020,53.04,1399604340,,,,
2014-05-09,1399622400,Partly cloudy throughout the day.,partly-cloudy-day,1399640220,1399704660,0.34,0,0,0,55.96,1399687200,37.53,1399730940,55.46,1399687200,38.02,1399730940,23.93,0.46,1019.4,1.93,11.29,1399675500,309,0.5,5,1399671840,9.997,30.42,1399639920,55.96,1399687200,30.91,1399639920,55.46,1399687200,,,,
2014-05-10,1399708800,Mostly cloudy throughout the day.,partly-cloudy-day,1399726440,1399791300,0.38,0,0,0,63.27,1399774320,33.43,1399809180,62.77,1399774320,34.01,1399809480,28.4,0.45,1025.3,1.72,11.12,1399761780,317,0.69,5,1399761060,9.997,37.53,1399730940,63.27,1399774320,38.02,1399730940,62.77,1399774320,,,,
2014-05-11,1399795200,Clear throughout the day.,clear-day,1399812600,1399877880,0.41,0,0,0,68.54,1399863600,35.15,1399901880,68.04,1399863600,33.33,1399899780,26.23,0.4,1025.5,3.19,14.68,1399841940,72,0,5,1399845240,9.997,33.43,1399809180,68.54,1399863600,34.01,1399809480,68.04,1399863600,,,,
2014-05-12,1399881600,Clear throughout the day.,clear-day,1399898820,1399964460,0.44,0,0,0,72.57,1399946760,49.13,1399992000,72.07,1399946760,49.62,1399992000,27.25,0.4,1023.5,1.61,10.03,1399909800,350,0.19,4,1399934640,9.295,35.15,1399901880,72.57,1399946760,33.33,1399899780,72.07,1399946760,,,,
2014-05-13,1399968000,Partly cloudy throughout the day.,partly-cloudy-day,1399984980,1400051100,0.48,0,0,0,56.87,1399999020,31.4,1400074380,56.37,1399999020,26.98,1400073960,26.96,0.39,1025,5.86,24.16,1400032680,277,0.41,5,1400018280,9.997,45.53,1400050800,56.87,1399999020,42.74,1400010840,56.37,1399999020,,,,
2014-05-14,1400054400,Clear throughout the day.,clear-day,1400071200,1400137680,0.52,0,0,0,63.53,1400122800,31.58,1400158800,63.03,1400122800,30.74,1400161860,20.76,0.39,1032,2.31,9.19,1400114100,170,0,5,1400104440,9.997,31.4,1400074380,64.56,1400126100,26.98,1400073960,64.06,1400126100,,,,
2014-05-15,1400140800,Clear throughout the day.,clear-day,1400157420,1400224320,0.55,0,0,0,67.61,1400206800,47.77,1400238000,67.11,1400206800,48.26,1400238000,25.57,0.42,1027.6,1.64,12.08,1400202600,240,0.12,5,1400191320,9.997,31.58,1400158800,67.61,1400206800,30.74,1400161860,67.11,1400206800,,,,
2014-05-16,1400227200,Partly cloudy throughout the day.,partly-cloudy-day,1400243580,1400310900,0.59,0,0,0,66.66,1400290200,40.35,1400330100,66.16,1400290200,40.84,1400330100,32.49,0.39,1022.3,4.37,19.89,1400282940,273,0.51,4,1400270220,9.997,47.77,1400238000,66.66,1400290200,48.26,1400238000,66.16,1400290200,,,,
2014-05-17,1400313600,Drizzle in the evening.,rain,1400329800,1400397540,0.63,0.0009,0.0115,1,65.61,1400364480,37.41,1400422800,65.11,1400364480,32.13,1400422020,38.14,0.6,1015.8,4.11,21.07,1400386560,269,0.51,5,1400362680,9.715,40.35,1400330100,65.61,1400364480,40.84,1400330100,65.11,1400364480,1400380380,rain,,
2014-05-18,1400400000,Partly cloudy throughout the day.,partly-cloudy-day,1400416020,1400484120,0.66,0,0,0,50.54,1400457420,32.52,1400507580,50.02,1400457600,29.75,1400507340,24.92,0.5,1015,6.19,16.96,1400453940,280,0.55,5,1400449680,9.997,37.41,1400422800,50.54,1400457420,32.13,1400422020,50.02,1400457600,,,,
2014-05-19,1400486400,Mostly cloudy throughout the day.,partly-cloudy-day,1400502180,1400570700,0.7,0,0,0,49.69,1400538000,34.56,1400587200,47.76,1400551260,31.54,1400580600,24,0.5,1017,4.2,18.44,1400529780,349,0.71,5,1400536620,9.997,32.52,1400507580,49.69,1400538000,29.75,1400507340,48.03,1400558520,1400547720,,,
2014-05-20,1400572800,Clear throughout the day.,clear-day,1400588400,1400657340,0.74,0,0,0,57.54,1400641200,29.34,1400679600,57.04,1400641200,29.83,1400679600,22.51,0.42,1017.7,3.3,15.03,1400634480,325,0.2,5,1400622840,9.997,34.56,1400587200,57.66,1400643000,31.54,1400580600,57.16,1400643000,,,,
2014-05-21,1400659200,Partly cloudy throughout the day.,partly-cloudy-day,1400674620,1400743920,0.77,0,0,0,60.54,1400716800,40.51,1400752560,60.04,1400716800,40.58,1400766420,22.45,0.42,1013.5,3.45,18.08,1400712600,33,0.47,5,1400702460,9.997,29.34,1400679600,60.54,1400716800,29.83,1400679600,60.04,1400716800,,,,
2014-05-22,1400745600,Mostly cloudy throughout the day.,partly-cloudy-day,1400760840,1400830560,0.81,0,0,0,57.54,1400806920,29.7,1400850420,57.04,1400806920,30.19,1400850420,24.65,0.37,1012.5,3.58,16.01,1400795760,351,0.76,4,1400789700,9.997,40.51,1400752560,57.54,1400806920,40.58,1400766420,57.04,1400806920,,,,
2014-05-23,1400832000,Clear throughout the day.,clear-day,1400847000,1400917140,0.84,0,0,0,60.73,1400894700,35.39,1400935500,60.23,1400894700,35.88,1400935500,24.72,0.43,1009.9,2.72,16.02,1400893020,267,0.11,5,1400881380,9.997,29.7,1400850420,60.73,1400894700,30.19,1400850420,60.23,1400894700,,,,
2014-05-24,1400918400,Clear throughout the day.,clear-day,1400933220,1401003720,0.88,0,0,0,65.67,1400985000,48.55,1401033600,65.17,1400985000,46.02,1401033600,25.27,0.36,1010.9,3.9,18.79,1400966340,246,0.27,5,1400968440,9.997,35.39,1400935500,65.67,1400985000,35.88,1400935500,65.17,1400985000,,,,
2014-05-25,1401004800,Overcast throughout the day.,cloudy,1401019440,1401090360,0.91,0,0,0,56.6,1401062820,39.5,1401102420,56.1,1401062820,39.99,1401102420,32.78,0.47,1011.2,4.87,19.65,1401030360,265,0.96,3,1401054780,9.997,47.54,1401037200,58.73,1401006900,43.87,1401037080,58.23,1401006900,,,,
2014-05-26,1401091200,Clear throughout the day.,partly-cloudy-day,1401105660,1401176940,0.95,0,0,0,68.77,1401153600,48.55,1401195600,68.27,1401153600,47.34,1401195600,33.75,0.49,1012.6,2.33,14.3,1401141720,183,0.34,5,1401138840,9.997,39.5,1401102420,68.77,1401153600,39.99,1401102420,68.27,1401153600,,,,
2014-05-27,1401177600,Mostly cloudy throughout the day.,partly-cloudy-day,1401191880,1401263520,0.98,0,0,0,62.53,1401245880,44.35,1401280080,62.03,1401245880,44.26,1401285000,35.67,0.48,1013.1,3.14,16.79,1401203040,201,0.65,4,1401234780,9.291,48.55,1401195600,62.53,1401245880,47.34,1401195600,62.03,1401245880,,,,
2014-05-28,1401264000,Mostly cloudy throughout the day.,partly-cloudy-day,1401278100,1401350100,0.01,0,0,0,66.56,1401328500,39.34,1401367500,66.06,1401328500,39.95,1401367680,34.4,0.44,1013.9,3.34,17,1401325080,167,0.68,4,1401307800,9.997,44.35,1401280080,66.56,1401328500,44.26,1401285000,66.06,1401328500,,,,
2014-05-29,1401350400,Clear throughout the day.,clear-day,1401364320,1401436740,0.05,0,0,0,69.54,1401404400,48.55,1401454800,69.04,1401404400,49.04,1401454800,36.07,0.47,1010.3,3.78,19.82,1401433140,135,0.22,6,1401401640,9.997,39.34,1401367500,69.54,1401404400,39.95,1401367680,69.04,1401404400,,,,
2014-05-30,1401436800,Clear throughout the day.,clear-day,1401450540,1401523320,0.08,0,0,0,70.54,1401505200,48.49,1401538140,70.04,1401505200,48.98,1401538140,37.15,0.43,1003.7,3.41,15.14,1401439500,129,0.2,6,1401486720,9.974,48.55,1401454800,70.57,1401505680,49.04,1401454800,70.07,1401505680,,,,
2014-05-31,1401523200,Partly cloudy throughout the day.,partly-cloudy-day,1401536760,1401609900,0.11,0,0,0,63.68,1401564660,43.46,1401625800,63.18,1401564660,40.7,1401634680,37.27,0.56,1002.9,5.28,28.88,1401574140,219,0.55,5,1401574080,9.95,45.84,1401603480,63.68,1401564660,42.62,1401587160,63.18,1401564660,,,,
2015-04-01,1427875200,Clear throughout the day.,clear-day,1427901240,1427950140,0.43,0,0,0,39.68,1427938140,21.56,1427983200,35.4,1427938080,14.8,1427981940,20.05,0.65,1010.9,2.07,9.94,1427947080,319,0.27,2,1427925660,9.997,18.27,1427903220,39.68,1427938140,18.76,1427903220,35.4,1427938080,,,,
2015-04-02,1427961600,Mostly cloudy throughout the day.,partly-cloudy-day,1427987400,1428036720,0.46,0,0,0,36.63,1428024000,20.47,1428060000,36.13,1428024000,13.91,1428075360,16.49,0.61,1021,2.92,11.5,1428005880,309,0.61,2,1428012000,9.418,21.56,1427983200,36.63,1428024000,14.8,1427981940,36.13,1428024000,,,,
2015-04-03,1428048000,Overcast throughout the day.,partly-cloudy-day,1428073620,1428123300,0.49,0,0,0,32.7,1428107340,19.54,1428159600,32.32,1428104640,20.03,1428159600,16.85,0.68,1026.2,3.34,11.39,1428098580,303,0.72,2,1428098400,9.865,20.47,1428060000,32.7,1428107340,13.91,1428075360,32.32,1428104640,,,,
2015-04-04,1428134400,Mostly cloudy throughout the day.,partly-cloudy-day,1428159780,1428209880,0.52,0,0,0,32.76,1428197640,18.4,1428247800,30.09,1428188580,11.94,1428222360,16.05,0.67,1016.9,3.35,9.34,1428202440,320,0.84,2,1428184800,9.997,19.54,1428159600,32.76,1428197640,15.04,1428214140,30.09,1428188580,1428188400,,,
2015-04-05,1428220800,Partly cloudy throughout the day.,partly-cloudy-day,1428245940,1428296460,0.55,0,0,0,33.55,1428289200,20.29,1428334560,30.34,1428272400,19.31,1428312600,12.22,0.59,1011,2.62,12.04,1428299820,344,0.6,3,1428271980,9.997,18.4,1428247800,33.55,1428289200,11.94,1428222360,30.34,1428272400,,,,
2015-04-06,1428307200,Clear throughout the day.,partly-cloudy-day,1428332160,1428383040,0.58,0,0,0,44.88,1428370560,29.46,1428420600,40.91,1428371820,24.07,1428422400,16.79,0.56,998,3.42,13.74,1428361500,347,0.44,3,1428357540,9.997,20.29,1428334560,44.88,1428370560,18.73,1428339060,40.91,1428371820,,,,
2015-04-07,1428393600,Clear throughout the day.,clear-day,1428418320,1428469620,0.62,0,0,0,51.75,1428455280,25.55,1428505200,51.15,1428455100,26.04,1428505200,21.37,0.52,988.3,5.92,21.42,1428471720,126,0.02,3,1428443940,9.997,28.52,1428436800,51.75,1428455280,24.02,1428422820,51.15,1428455100,,,,
2015-04-08,1428480000,Clear throughout the day.,clear-day,1428504480,1428556200,0.65,0,0,0,46.54,1428541560,30.42,1428589800,42.64,1428544140,25.97,1428584640,19.19,0.49,992.9,4,16.39,1428490620,148,0.2,3,1428530340,9.997,25.55,1428505200,46.54,1428541560,26.04,1428505200,42.64,1428544140,,,,
2015-04-09,1428566400,Clear throughout the day.,clear-day,1428590700,1428642780,0.68,0,0,0,48.77,1428629400,29.56,1428656220,46.7,1428630600,26.61,1428656640,17.03,0.42,987.8,5.05,18.88,1428569700,83,0.08,3,1428616740,9.997,30.42,1428589800,48.77,1428629400,25.97,1428584640,46.7,1428630600,,,,
2015-04-10,1428652800,Partly cloudy throughout the day.,partly-cloudy-day,1428676860,1428729360,0.72,0,0,0,45.67,1428712500,29.43,1428755400,45.46,1428712500,25.78,1428767340,18.75,0.44,983,2.64,13.76,1428729960,349,0.34,3,1428702780,9.997,29.56,1428656220,45.67,1428712500,26.61,1428656640,45.46,1428712500,,,,
2015-04-11,1428739200,Light snow until evening.,snow,1428763080,1428815940,0.75,0.003,0.0248,1,35.61,1428807180,26.4,1428848400,34.04,1428800280,26.61,1428829320,25.34,0.77,988.9,3.02,17.95,1428785580,294,0.98,2,1428789480,6.728,29.43,1428755400,35.61,1428807180,24.93,1428779460,35.05,1428739200,1428796680,snow,0.69,
2015-04-12,1428825600,Flurries overnight.,partly-cloudy-day,1428849240,1428902520,0.79,0.0001,0.0007,0.01,39.76,1428877200,29.43,1428939000,39.26,1428888300,26.52,1428936360,23.22,0.69,996.7,1.42,6.22,1428829260,311,0.85,3,1428875520,9.938,26.4,1428848400,39.76,1428877200,26.61,1428829320,39.26,1428888300,1428874680,snow,0,
2015-04-13,1428912000,Flurries in the morning.,snow,1428935400,1428989100,0.82,0.0007,0.0117,0.99,42.74,1428974220,18.42,1429022820,42.08,1428965700,18.98,1429025280,23.07,0.64,1003.3,2.15,8.59,1428927120,318,0.56,3,1428960060,9.081,28.53,1428994800,42.74,1428974220,26.52,1428936360,42.08,1428965700,1428922800,snow,0.14,
2015-04-14,1428998400,Clear throughout the day.,clear-day,1429021620,1429075740,0.86,0,0,0,45.62,1429065600,28.18,1429086180,45.09,1429063560,26.27,1429109760,16.33,0.54,1001.3,2.6,11.82,1429045500,99,0.05,3,1429048620,9.997,18.42,1429022820,45.62,1429065600,18.98,1429025280,45.09,1429063560,,,,
2015-04-15,1429084800,Clear throughout the day.,clear-day,1429107780,1429162320,0.9,0,0,0,48.65,1429151400,26.41,1429191060,47.09,1429150380,26.9,1429191060,13.61,0.36,996.5,4.2,11.59,1429128000,62,0.26,3,1429135020,9.997,28.18,1429086180,48.65,1429151400,26.27,1429109760,47.09,1429150380,,,,
2015-04-16,1429171200,Mostly cloudy throughout the day.,partly-cloudy-day,1429193940,1429248900,0.94,0,0,0,48.81,1429235100,31.57,1429286400,48.31,1429235100,30.04,1429264800,21.05,0.54,1001.6,1.08,9.79,1429171500,53,0.54,3,1429225260,9.997,26.41,1429191060,48.81,1429235100,26.9,1429191060,48.31,1429235100,,,,
2015-04-17,1429257600,Clear throughout the day.,clear-day,1429280160,1429335480,0.98,0,0,0,49.66,1429313100,34.63,1429365600,47,1429301100,28.59,1429365900,20.26,0.45,1008.4,4.03,19.61,1429305060,158,0.09,3,1429304340,9.997,31.49,1429287000,49.66,1429313100,30.04,1429264800,47,1429301100,,,,
2015-04-18,1429344000,Clear throughout the day.,clear-day,1429366320,1429422060,0.02,0,0,0,56.71,1429410840,43.45,1429454340,56.21,1429410840,38.13,1429448820,18.86,0.35,1004.1,6.64,22.03,1429394040,89,0.06,3,1429394220,9.997,34.63,1429365600,56.71,1429410840,28.59,1429365900,56.21,1429410840,,,,
2015-04-19,1429430400,Clear throughout the day.,clear-day,1429452540,1429508640,0.05,0,0,0,58.51,1429473360,33.5,1429542360,58.2,1429473180,28.85,1429542600,22.92,0.36,995.4,11.05,38.21,1429488300,137,0.14,3,1429484400,9.997,43.45,1429454340,58.51,1429473360,38.13,1429448820,58.2,1429473180,,,,
2015-04-20,1429516800,Clear throughout the day.,clear-day,1429538700,1429595280,0.09,0,0,0,50.54,1429562580,29.55,1429628400,50.23,1429562460,23.64,1429610520,21.04,0.46,1001.7,7.04,20.81,1429575120,215,0.15,4,1429566960,9.997,32.56,1429599600,50.54,1429562580,26.73,1429599180,50.23,1429562460,,,,
2015-04-21,1429603200,Mostly cloudy throughout the day.,partly-cloudy-day,1429624860,1429681860,0.13,0,0,0,44.59,1429661340,25.6,1429704540,44.13,1429661160,19.46,1429704660,15.66,0.44,1009.2,4.53,19.07,1429606920,224,0.61,3,1429653480,9.997,29.55,1429628400,44.59,1429661340,23.64,1429610520,44.13,1429661160,,,,
2015-04-22,1429689600,Clear throughout the day.,clear-day,1429711080,1429768440,0.16,0,0,0,49.63,1429756620,25.5,1429789980,48.18,1429756080,21.92,1429789680,12.49,0.37,1013.9,4.47,14.52,1429747020,137,0.04,4,1429739760,9.997,25.6,1429704540,49.63,1429756620,19.46,1429704660,48.18,1429756080,,,,
2015-04-23,1429776000,Clear throughout the day.,clear-day,1429797240,1429855020,0.19,0,0,0,54.51,1429844400,32.52,1429887300,54.01,1429844400,32.1,1429883220,11.59,0.33,1012.7,4.69,16.79,1429829520,92,0,4,1429826160,9.997,25.5,1429789980,54.51,1429844400,21.92,1429789680,54.01,1429844400,,,,
2015-04-24,1429862400,Clear throughout the day.,clear-day,1429883460,1429941660,0.23,0,0,0,56.6,1429921020,24.53,1429967100,56.1,1429921020,25.02,1429967100,12.34,0.27,1006.1,3.12,11.17,1429862400,109,0,4,1429912500,9.997,32.52,1429887300,56.6,1429921020,32.1,1429883220,56.1,1429921020,,,,
2015-04-25,1429948800,Clear throughout the day.,clear-day,1429969620,1430028240,0.26,0,0,0,56.69,1430004000,25.64,1430056560,56.19,1430004000,26.13,1430056560,17.26,0.4,1007.6,2.27,11.04,1429989420,158,0.05,4,1429998900,9.997,24.53,1429967100,56.69,1430004000,25.02,1429967100,56.19,1430004000,,,,
2015-04-26,1430035200,Clear throughout the day.,clear-day,1430055840,1430114820,0.29,0,0,0,60.54,1430096400,28.53,1430143200,60.04,1430096400,27.62,1430140200,21.18,0.4,1005.6,2.73,14.06,1430118000,56,0.09,4,1430085300,9.997,25.64,1430056560,60.54,1430096400,26.13,1430056560,60.04,1430096400,,,,
2015-04-27,1430121600,Mostly cloudy throughout the day.,partly-cloudy-day,1430142000,1430201400,0.32,0,0,0,62.53,1430182800,29.52,1430229360,62.03,1430182800,30.01,1430229360,26.29,0.45,1001.9,3.49,19.3,1430197020,348,0.53,4,1430175060,9.997,28.53,1430143200,62.53,1430182800,27.62,1430140200,62.03,1430182800,,,,
2015-04-28,1430208000,Clear throughout the day.,clear-day,1430228160,1430288040,0.35,0,0,0,53.56,1430262300,24.55,1430315820,53.06,1430262300,23.12,1430312760,24.22,0.5,1000.2,4.47,18.04,1430279880,343,0.01,4,1430258700,9.997,29.52,1430229360,53.56,1430262300,30.01,1430229360,53.06,1430262300,,,,
2015-04-29,1430294400,Clear throughout the day.,clear-day,1430314380,1430374620,0.38,0,0,0,54.51,1430355660,26.45,1430401800,54.01,1430355660,26.37,1430404980,21.82,0.5,1000.2,3.32,17.57,1430374080,331,0,4,1430344500,9.997,24.55,1430315820,54.51,1430355660,23.12,1430312760,54.01,1430355660,,,,
2015-04-30,1430380800,Clear throughout the day.,clear-day,1430400540,1430461200,0.41,0,0,0,50.65,1430436600,25.06,1430491080,50.46,1430436600,23.05,1430485560,23.8,0.53,1005.6,3.51,14.57,1430443440,329,0.04,4,1430430840,9.997,26.45,1430401800,50.65,1430436600,26.37,1430404980,50.46,1430436600,,,,
2015-05-01,1430467200,Clear throughout the day.,clear-day,1430486760,1430547840,0.44,0,0,0,52.54,1430528400,26.55,1430574900,52.04,1430528400,27.04,1430574900,24.63,0.55,1013.1,2.53,12.49,1430525220,322,0,4,1430517240,9.997,25.06,1430491080,52.54,1430528400,23.05,1430485560,52.04,1430528400,,,,
2015-05-02,1430553600,Clear throughout the day.,clear-day,1430572920,1430634420,0.47,0,0,0,58.54,1430622000,33.55,1430661600,58.04,1430622000,34.04,1430661600,26.06,0.52,1019.1,1.37,9.76,1430606940,343,0.23,4,1430603640,9.997,26.55,1430574900,58.54,1430622000,27.04,1430574900,58.04,1430622000,,,,
2015-05-03,1430640000,Clear throughout the day.,partly-cloudy-day,1430659140,1430721000,0.5,0,0,0,60.54,1430697600,29.52,1430749320,60.04,1430697600,30.01,1430749320,24.86,0.41,1019.7,1.95,13.05,1430722800,346,0.39,4,1430686860,9.997,33.55,1430661600,60.54,1430697600,34.04,1430661600,60.04,1430697600,,,,
2015-05-04,1430726400,Clear throughout the day.,clear-day,1430745300,1430807640,0.53,0,0,0,62.53,1430787600,36.28,1430832600,62.03,1430787600,36.77,1430832600,19.72,0.35,1017.3,2.36,13.6,1430748960,45,0,4,1430776440,9.997,29.52,1430749320,62.53,1430787600,30.01,1430749320,62.03,1430787600,,,,
2015-05-05,1430812800,Mostly cloudy throughout the day.,partly-cloudy-day,1430831520,1430894220,0.57,0,0,0,58.52,1430880660,34.51,1430905620,58.02,1430880660,32.19,1430907180,23.18,0.39,1014.5,2.47,12.2,1430812800,264,0.78,4,1430866680,9.997,36.28,1430832600,58.52,1430880660,36.77,1430832600,58.02,1430880660,,,,
2015-05-06,1430899200,Clear throughout the day.,clear-day,1430917680,1430980800,0.6,0,0,0,63.64,1430965620,43.53,1431003600,63.14,1430965620,42.5,1431009600,27.57,0.48,1015.7,4.61,17.41,1430949600,87,0.01,5,1430949240,9.997,34.51,1430905620,63.64,1430965620,32.19,1430907180,63.14,1430965620,,,,
2015-05-07,1430985600,Clear throughout the day.,clear-day,1431003900,1431067440,0.63,0,0,0,61.68,1431052800,40.53,1431090180,61.18,1431052800,39.4,1431090060,25.96,0.35,1007.9,5.09,20,1431035460,131,0.22,4,1431038460,9.997,43.53,1431003600,61.68,1431052800,42.5,1431009600,61.18,1431052800,,,,
2015-05-08,1431072000,Partly cloudy throughout the day.,partly-cloudy-day,1431090060,1431154020,0.67,0,0,0,67.46,1431140400,46.49,1431183600,66.96,1431140400,46.98,1431183600,30.93,0.42,1005.9,2.29,12.09,1431137220,105,0.5,4,1431129360,9.997,40.53,1431090180,67.46,1431140520,39.4,1431090060,66.96,1431140520,,,,
2015-05-09,1431158400,Light rain starting in the afternoon.,rain,1431176280,1431240600,0.7,0.0124,0.0792,1,62.58,1431208440,41.34,1431264900,62.08,1431208440,40.26,1431262620,39.04,0.63,1009.5,2.58,14.91,1431237660,226,0.94,3,1431205260,9.513,45.53,1431241200,62.58,1431208440,43.78,1431239460,62.08,1431208440,1431227220,rain,,
2015-05-10,1431244800,Partly cloudy throughout the day.,rain,1431262440,1431327240,0.74,0.0001,0.0041,1,62.66,1431304200,32.28,1431347340,62.16,1431304200,30.05,1431345900,35.12,0.57,1014.3,3.08,12.41,1431297840,261,0.6,5,1431298860,9.997,41.34,1431264900,62.66,1431304200,40.26,1431262620,62.16,1431304200,1431244800,rain,,
2015-05-11,1431331200,Partly cloudy throughout the day.,partly-cloudy-day,1431348660,1431413820,0.78,0,0,0,62.75,1431390000,39.55,1431435600,62.25,1431390000,39.73,1431437460,30.57,0.5,1011.9,3.32,15.26,1431399060,268,0.49,4,1431375540,9.997,32.28,1431347340,62.75,1431390000,30.05,1431345900,62.25,1431390000,,,,
2015-05-12,1431417600,Clear throughout the day.,partly-cloudy-day,1431434880,1431500460,0.81,0,0,0,65.74,1431480960,40.46,1431511800,65.24,1431480960,39.1,1431514680,33.96,0.5,1015.3,2.47,14.45,1431481980,324,0.34,5,1431468360,9.997,39.55,1431435600,65.74,1431480960,39.73,1431437460,65.24,1431480960,,,,
2015-05-13,1431504000,Clear throughout the day.,clear-day,1431521040,1431587040,0.85,0,0,0,71.67,1431563400,48.21,1431606180,71.17,1431563400,47.84,1431606240,30.67,0.41,1008.5,4.94,20.81,1431568560,121,0.03,5,1431554040,9.997,40.46,1431511800,71.67,1431563400,39.1,1431514680,71.17,1431563400,,,,
2015-05-14,1431590400,Clear throughout the day.,clear-day,1431607260,1431673620,0.89,0,0,0,70.73,1431653100,40.43,1431695640,70.23,1431653100,40.95,1431695400,31.14,0.33,1005.6,4.49,31.14,1431651780,149,0.03,5,1431640440,9.997,48.21,1431606180,70.73,1431653100,47.84,1431606240,70.23,1431653100,,,,
2015-05-15,1431676800,Clear throughout the day.,clear-day,1431693420,1431760260,0.93,0,0,0,75.77,1431739200,47.21,1431766080,75.27,1431739200,47.7,1431766080,32.9,0.41,1004.5,2.78,11.82,1431684540,96,0.02,5,1431726840,9.997,40.43,1431695640,75.77,1431739200,40.95,1431695400,75.27,1431739200,,,,
2015-05-16,1431763200,Clear throughout the day.,clear-day,1431779640,1431846840,0.96,0,0,0,69.9,1431818640,39.3,1431870300,69.4,1431818640,39.79,1431870300,28.19,0.29,1012,5.03,19.91,1431788700,187,0.06,5,1431813960,9.997,47.21,1431766080,69.9,1431818640,47.7,1431766080,69.4,1431818640,,,,
2015-05-17,1431849600,Clear throughout the day.,clear-day,1431865860,1431933480,0,0,0,0,76.49,1431907680,39.39,1431951180,75.99,1431907680,37.36,1431950700,28.78,0.36,1016,2.51,18.34,1431904560,158,0,5,1431899640,9.997,39.3,1431870300,76.49,1431907680,39.79,1431870300,75.99,1431907680,,,,
2015-05-18,1431936000,Clear throughout the day.,clear-day,1431952020,1432020060,0.04,0,0,0,76.68,1432002600,47.22,1432040220,76.18,1432002600,45.73,1432040280,29.45,0.35,1015.4,2.06,10.99,1431971520,277,0,5,1431986040,9.997,39.39,1431951180,76.68,1432002600,37.36,1431950700,76.18,1432002600,,,,
2015-05-19,1432022400,Clear throughout the day.,clear-day,1432038240,1432106700,0.07,0,0,0,72.55,1432076880,42.49,1432127280,72.05,1432076880,42.98,1432127280,36.25,0.41,1016.4,3.15,12.44,1432044120,233,0,5,1432072440,9.997,47.22,1432040220,72.55,1432076880,45.73,1432040280,72.05,1432076880,,,,
2015-05-20,1432108800,Clear throughout the day.,clear-day,1432124460,1432193280,0.11,0,0,0,75.57,1432166100,46.52,1432212900,75.07,1432166100,47.01,1432212900,31.11,0.34,1014.4,3.83,19.69,1432155480,143,0,5,1432158840,9.997,42.49,1432127280,75.57,1432166100,42.98,1432127280,75.07,1432166100,,,,
